,experiment,hour,device_make,platform_os,browser,yes
20157,exposed,1,Samsung,101,6,1.0
20158,exposed,16,Samsung,179,6,1.0
20159,exposed,13,Google,101,6,0.0
20160,exposed,19,Google,101,6,1.0
20161,control,15,Samsung,162,6,0.0
20162,exposed,10,Google,101,6,1.0
20163,control,2,Apple,101,7,0.0
20164,exposed,16,Samsung,101,6,1.0
20165,control,6,Apple,101,7,0.0
20166,control,2,Apple,101,7,0.0
20167,control,17,Apple,178,7,0.0
20168,control,15,Apple,101,15,0.0
20169,exposed,20,Google,101,6,1.0
20170,control,14,Apple,101,7,0.0
20171,exposed,3,Samsung,101,6,1.0
20172,exposed,3,Google,101,6,1.0
20173,exposed,12,Google,101,6,0.0
20174,control,22,Apple,101,15,0.0
20175,exposed,3,Samsung,101,6,1.0
20176,exposed,3,Samsung,101,6,1.0
20177,exposed,1,Samsung,101,6,1.0
20178,exposed,23,Apple,101,6,0.0
20179,control,15,Samsung,162,6,1.0
20180,exposed,23,Apple,171,7,1.0
20181,control,0,Apple,101,7,0.0
20182,exposed,22,Samsung,101,6,1.0
20183,control,0,Apple,101,15,1.0
20184,exposed,14,Samsung,101,6,1.0
20185,exposed,0,Samsung,101,6,1.0
20186,exposed,5,Samsung,101,6,1.0
20187,control,17,Apple,174,6,0.0
20188,exposed,23,Samsung,101,6,1.0
20189,exposed,2,Samsung,101,6,1.0
20190,exposed,1,Google,101,6,1.0
20191,exposed,13,Samsung,101,6,1.0
20192,control,6,Apple,101,7,0.0
20193,exposed,3,Google,101,15,1.0
20194,exposed,3,Apple,177,7,0.0
20195,exposed,11,Samsung,101,6,1.0
20196,exposed,14,Samsung,101,6,1.0
20197,exposed,21,Apple,101,7,0.0
20198,exposed,3,Google,101,6,1.0
20199,exposed,11,Google,101,6,0.0
20200,control,20,Apple,101,7,0.0
20201,control,10,Apple,178,7,0.0
20202,exposed,18,Apple,177,7,0.0
20203,exposed,18,Samsung,101,6,1.0
20204,exposed,22,Samsung,101,6,1.0
20205,exposed,6,TCL,156,6,1.0
20206,exposed,22,Samsung,101,6,1.0
20207,control,18,Apple,101,15,0.0
20208,control,0,Apple,101,7,0.0
20209,exposed,19,Google,101,6,1.0
20210,control,3,Apple,101,15,0.0
20211,exposed,13,Samsung,101,6,1.0
20212,exposed,14,Samsung,101,6,1.0
20213,exposed,3,Samsung,101,6,1.0
20214,exposed,20,Google,101,6,1.0
20215,exposed,3,Samsung,101,15,0.0
20216,control,12,Apple,101,7,0.0
20217,control,22,Apple,101,7,0.0
20218,exposed,3,Samsung,101,6,1.0
20219,control,10,Apple,101,15,0.0
20220,control,17,Apple,178,7,0.0
20221,exposed,14,Samsung,101,6,1.0
20222,exposed,3,Samsung,101,6,1.0
20223,exposed,8,Samsung,101,6,1.0
20224,exposed,17,Google,101,6,1.0
20225,exposed,10,T-Mobile,162,6,0.0
20226,exposed,23,Motorola,162,15,0.0
20227,control,5,Apple,101,7,1.0
20228,exposed,20,Samsung,155,15,1.0
20229,control,2,Samsung,162,6,1.0
20230,exposed,1,Motorola,162,6,1.0
20231,control,15,Apple,175,15,0.0
20232,control,1,Apple,101,5,1.0
20233,control,7,Apple,178,15,0.0
20234,exposed,9,Motorola,156,15,0.0
20235,control,8,Samsung,145,6,0.0
20236,control,22,Apple,101,7,0.0
20237,exposed,2,Google,101,6,1.0
20238,exposed,8,Apple,101,7,0.0
20239,control,16,Samsung,162,6,0.0
20240,exposed,13,Samsung,101,6,1.0
20241,exposed,3,Motorola,162,6,1.0
20242,exposed,17,Google,101,6,1.0
20243,control,1,Apple,159,7,0.0
20244,control,4,Samsung,155,6,0.0
20245,exposed,7,Google,101,6,1.0
20246,exposed,21,Google,101,6,1.0
20247,control,1,Apple,101,7,0.0
20248,exposed,4,Google,101,6,1.0
20249,exposed,21,Samsung,101,6,1.0
20250,exposed,17,Google,101,6,1.0
20251,control,1,Apple,101,7,0.0
20252,control,5,Apple,178,6,0.0
20253,exposed,13,Samsung,101,6,1.0
20254,exposed,12,Samsung,101,6,1.0
20255,control,2,Apple,101,7,0.0
20256,exposed,1,Google,101,6,1.0
20257,exposed,5,Samsung,156,15,0.0
20258,exposed,2,Google,101,15,1.0
20259,exposed,14,Samsung,101,6,1.0
20260,exposed,7,Google,101,6,1.0
20261,control,11,Apple,178,7,1.0
20262,control,2,Apple,101,15,0.0
20263,exposed,0,LG,154,15,1.0
20264,control,9,Samsung,155,12,1.0
20265,exposed,13,Google,101,6,1.0
20266,control,4,Apple,101,7,0.0
20267,control,5,Apple,101,15,0.0
20268,exposed,19,Google,101,6,1.0
20269,control,20,Apple,178,7,0.0
20270,control,1,Apple,178,15,0.0
20271,exposed,19,Samsung,101,15,0.0
20272,control,19,Apple,173,6,0.0
20273,exposed,1,Samsung,101,6,1.0
20274,control,16,Apple,101,15,0.0
20275,exposed,2,Samsung,101,6,1.0
20276,control,19,Apple,167,7,1.0
20277,exposed,15,Samsung,101,6,1.0
20278,exposed,15,Samsung,101,15,0.0
20279,control,15,Samsung,162,6,0.0
20280,exposed,4,Google,101,6,1.0
20281,exposed,7,Samsung,101,6,1.0
20282,exposed,6,Samsung,162,15,1.0
20283,exposed,18,Google,101,6,1.0
20284,exposed,2,Samsung,162,6,0.0
20285,control,3,Apple,101,15,0.0
20286,control,4,Apple,101,15,0.0
20287,exposed,21,Google,101,6,1.0
20288,exposed,16,Samsung,101,6,1.0
20289,exposed,5,Google,162,6,1.0
20290,exposed,6,Motorola,155,15,1.0
20291,control,5,Apple,178,7,0.0
20292,control,16,Apple,101,7,0.0
20293,exposed,18,Apple,101,7,1.0
20294,control,3,Apple,101,7,0.0
20295,exposed,10,Samsung,101,6,1.0
20296,exposed,17,Google,101,6,0.0
20297,exposed,17,Samsung,155,15,1.0
20298,exposed,21,Samsung,101,6,1.0
20299,exposed,1,Samsung,101,6,1.0
20300,exposed,5,Google,101,6,0.0
20301,exposed,23,Samsung,154,6,0.0
20302,control,17,Samsung,162,6,1.0
20303,control,3,Apple,101,15,0.0
20304,exposed,14,Samsung,101,6,1.0
20305,exposed,15,Samsung,101,6,1.0
20306,control,4,Apple,101,6,0.0
20307,exposed,18,Samsung,101,6,1.0
20308,exposed,23,Apple,101,7,1.0
20309,exposed,3,Google,101,6,0.0
20310,exposed,19,Samsung,101,6,1.0
20311,exposed,0,Apple,101,7,0.0
20312,control,15,Apple,101,7,0.0
20313,exposed,4,Apple,101,7,0.0
20314,exposed,2,Samsung,101,6,1.0
20315,exposed,23,Apple,175,7,0.0
20316,control,21,Apple,101,7,0.0
20317,exposed,16,Google,101,6,1.0
20318,control,0,Apple,101,7,0.0
20319,control,14,Apple,101,7,0.0
20320,exposed,1,Samsung,101,6,0.0
20321,exposed,17,Samsung,101,6,1.0
20322,control,21,Apple,178,7,0.0
20323,control,14,Apple,175,7,0.0
20324,exposed,20,Samsung,101,6,1.0
20325,exposed,16,Google,101,6,1.0
20326,exposed,0,Apple,101,7,1.0
20327,exposed,20,Google,101,6,1.0
20328,exposed,21,Samsung,101,6,1.0
20329,exposed,20,Samsung,101,6,1.0
20330,control,19,Samsung,162,15,0.0
20331,control,15,Apple,101,7,0.0
20332,exposed,1,Samsung,101,15,1.0
20333,control,6,Apple,101,7,1.0
20334,exposed,4,Samsung,101,6,1.0
20335,exposed,23,Apple,101,7,0.0
20336,exposed,23,Samsung,101,6,1.0
20337,exposed,17,Samsung,101,6,0.0
20338,control,19,Apple,101,7,0.0
20339,control,8,Apple,178,7,0.0
20340,exposed,3,Samsung,101,6,1.0
20341,exposed,16,Apple,101,6,0.0
20342,exposed,0,Orbic,162,6,1.0
20343,exposed,23,Apple,101,7,1.0
20344,exposed,3,Apple,175,6,1.0
20345,exposed,3,Apple,101,7,1.0
20346,exposed,17,Apple,176,15,1.0
20347,control,0,Apple,101,6,0.0
20348,exposed,22,Samsung,101,6,1.0
20349,control,22,Apple,101,6,0.0
20350,exposed,3,Google,101,6,1.0
20351,exposed,14,Samsung,101,6,1.0
20352,control,22,Apple,101,15,0.0
20353,exposed,23,Apple,101,7,0.0
20354,exposed,4,Samsung,162,15,0.0
20355,exposed,15,Samsung,101,6,1.0
20356,exposed,20,Samsung,101,6,1.0
20357,exposed,2,Samsung,162,6,1.0
20358,exposed,2,Samsung,162,6,0.0
20359,control,2,OnePlus,162,6,1.0
20360,control,22,Samsung,112,6,1.0
20361,exposed,12,Apple,174,7,0.0
20362,control,20,Apple,101,7,1.0
20363,control,12,Apple,101,15,0.0
20364,control,20,Apple,101,7,1.0
20365,exposed,4,Samsung,101,6,1.0
20366,control,17,Apple,101,7,0.0
20367,control,16,Motorola,162,6,1.0
20368,exposed,23,Apple,101,6,0.0
20369,exposed,3,Google,101,6,1.0
20370,exposed,11,Samsung,101,6,1.0
20371,exposed,10,Apple,101,15,1.0
20372,control,8,Apple,178,7,1.0
20373,control,16,Apple,101,6,0.0
20374,exposed,8,Google,101,6,1.0
20375,exposed,2,Samsung,156,15,1.0
20376,control,16,Apple,101,15,0.0
20377,exposed,0,Apple,174,7,0.0
20378,control,17,Samsung,101,6,1.0
20379,exposed,14,Google,101,6,1.0
20380,control,9,Google,101,6,0.0
20381,control,10,Apple,101,7,0.0
20382,control,18,Samsung,156,6,0.0
20383,exposed,21,Samsung,101,6,1.0
20384,exposed,12,Google,101,6,0.0
20385,exposed,4,Samsung,101,6,1.0
20386,control,6,Apple,101,7,0.0
20387,control,19,Apple,101,6,0.0
20388,control,3,Apple,101,7,1.0
20389,control,14,Apple,101,7,1.0
20390,control,4,Apple,101,6,0.0
20391,exposed,21,Apple,101,15,0.0
20392,control,20,Apple,101,15,0.0
20393,exposed,1,Samsung,101,6,1.0
20394,control,12,Apple,101,15,0.0
20395,exposed,10,Apple,177,7,1.0
20396,control,10,Apple,101,6,0.0
20397,exposed,13,Samsung,101,15,1.0
20398,control,8,Apple,101,15,0.0
20399,exposed,0,Samsung,101,6,1.0
20400,control,8,Apple,101,15,0.0
20401,exposed,6,Apple,101,15,1.0
20402,control,21,Samsung,162,6,0.0
20403,exposed,8,Samsung,101,6,1.0
20404,control,5,Apple,101,15,0.0
20405,control,2,Apple,101,15,0.0
20406,exposed,6,Samsung,156,6,0.0
20407,control,15,Apple,101,15,0.0
20408,exposed,0,Samsung,101,6,1.0
20409,control,20,Apple,101,15,0.0
20410,control,3,Apple,175,7,1.0
20411,control,2,Apple,175,7,0.0
20412,exposed,20,Apple,178,7,1.0
20413,exposed,20,Samsung,101,6,1.0
20414,exposed,0,Samsung,101,6,1.0
20415,exposed,20,Apple,178,7,1.0
20416,exposed,20,Samsung,101,6,1.0
20417,exposed,5,Samsung,101,6,1.0
20418,control,0,Apple,101,7,0.0
20419,exposed,22,Apple,101,7,1.0
20420,control,0,Apple,178,7,0.0
20421,exposed,22,Apple,174,7,0.0
20422,exposed,0,Samsung,101,15,0.0
20423,exposed,7,Apple,101,7,0.0
20424,exposed,2,Google,101,6,1.0
20425,exposed,0,Samsung,101,15,0.0
20426,exposed,16,Google,101,6,1.0
20427,exposed,4,Google,101,6,1.0
20428,exposed,2,Samsung,101,6,1.0
20429,exposed,15,Samsung,101,6,0.0
20430,exposed,15,Google,101,6,1.0
20431,exposed,7,Samsung,101,6,1.0
20432,exposed,17,Apple,101,15,1.0
20433,control,16,Apple,101,7,0.0
20434,exposed,1,Samsung,101,6,1.0
20435,exposed,17,Google,101,6,0.0
20436,exposed,22,Samsung,101,6,1.0
20437,exposed,15,Blu,162,6,1.0
20438,control,0,Samsung,154,6,0.0
20439,exposed,13,Google,101,6,1.0
20440,exposed,4,Samsung,101,6,1.0
20441,exposed,2,Samsung,101,15,0.0
20442,exposed,17,Samsung,101,6,1.0
20443,control,8,Apple,175,15,0.0
20444,exposed,2,Apple,101,15,1.0
20445,exposed,0,Google,101,6,1.0
20446,exposed,14,Apple,101,7,1.0
20447,exposed,13,Samsung,101,6,1.0
20448,control,9,Samsung,162,6,0.0
20449,exposed,1,Samsung,101,15,0.0
20450,control,4,Apple,101,7,0.0
20451,control,6,Apple,101,7,0.0
20452,control,17,Apple,101,7,0.0
20453,exposed,3,Samsung,101,6,1.0
20454,exposed,10,Google,101,6,1.0
20455,exposed,20,Apple,101,7,0.0
20456,exposed,12,Samsung,101,6,1.0
20457,control,4,Samsung,162,6,0.0
20458,control,3,Apple,101,7,0.0
20459,control,19,Apple,101,15,0.0
20460,exposed,1,Google,101,6,1.0
20461,control,18,Apple,101,15,0.0
20462,exposed,3,Apple,101,7,0.0
20463,exposed,19,Samsung,101,6,1.0
20464,exposed,2,Google,101,6,1.0
20465,exposed,4,Google,101,6,1.0
20466,control,2,Apple,101,7,0.0
20467,exposed,7,Google,101,6,1.0
20468,exposed,12,Samsung,101,6,1.0
20469,exposed,4,Samsung,101,6,0.0
20470,exposed,0,Samsung,155,15,0.0
20471,exposed,12,Google,101,6,1.0
20472,control,21,Apple,101,15,0.0
20473,exposed,15,Apple,101,15,0.0
20474,control,10,Apple,101,7,0.0
20475,exposed,16,Google,101,6,1.0
20476,exposed,12,Google,101,6,1.0
20477,control,5,Samsung,101,15,1.0
20478,exposed,6,Google,101,6,1.0
20479,control,7,Apple,178,7,0.0
20480,control,19,Apple,178,6,0.0
20481,exposed,6,Google,101,6,1.0
20482,exposed,1,Google,101,6,1.0
20483,exposed,3,Google,101,6,1.0
20484,exposed,5,Google,101,6,1.0
20485,exposed,8,Samsung,101,6,1.0
20486,control,14,Apple,101,15,0.0
20487,exposed,12,Samsung,156,6,1.0
20488,exposed,6,Apple,175,15,0.0
20489,exposed,5,Samsung,101,6,1.0
20490,exposed,14,Apple,101,15,0.0
20491,control,3,Apple,178,7,0.0
20492,exposed,10,Samsung,155,15,1.0
20493,control,20,Apple,178,6,0.0
20494,control,18,Apple,101,7,0.0
20495,exposed,20,Google,101,6,1.0
20496,control,17,Apple,101,15,0.0
20497,exposed,19,Google,101,6,1.0
20498,exposed,3,Samsung,101,6,1.0
20499,exposed,9,Samsung,101,15,0.0
20500,control,3,Onn,162,6,0.0
20501,exposed,14,Samsung,162,6,0.0
20502,exposed,12,Samsung,101,6,1.0
20503,exposed,1,Apple,101,15,0.0
20504,exposed,1,Samsung,101,6,1.0
20505,exposed,5,Samsung,101,15,0.0
20506,exposed,13,Google,101,6,1.0
20507,exposed,19,Samsung,101,6,1.0
20508,control,9,Apple,101,7,0.0
20509,exposed,16,Samsung,101,6,1.0
20510,exposed,21,Samsung,162,6,1.0
20511,control,13,Apple,101,7,0.0
20512,control,18,Samsung,162,15,1.0
20513,exposed,23,Apple,178,7,0.0
20514,control,14,Apple,175,7,0.0
20515,exposed,19,Apple,101,7,0.0
20516,exposed,5,Samsung,101,6,1.0
20517,exposed,2,Samsung,162,15,1.0
20518,exposed,15,Samsung,101,15,1.0
20519,exposed,4,Samsung,156,15,0.0
20520,control,22,Apple,101,15,0.0
20521,exposed,7,Google,101,6,1.0
20522,exposed,1,Samsung,101,6,1.0
20523,exposed,14,Samsung,154,6,0.0
20524,control,19,Apple,178,6,0.0
20525,exposed,4,Google,101,6,1.0
20526,exposed,10,Samsung,156,6,1.0
20527,control,15,Apple,101,7,0.0
20528,exposed,5,Samsung,101,6,1.0
20529,control,0,Apple,101,6,0.0
20530,control,10,Apple,101,7,0.0
20531,exposed,23,Apple,171,15,0.0
20532,exposed,21,Apple,101,15,1.0
20533,exposed,17,Google,101,6,1.0
20534,exposed,0,Samsung,179,15,1.0
20535,control,23,Apple,101,15,0.0
20536,control,22,Apple,178,6,0.0
20537,exposed,21,Samsung,101,6,0.0
20538,control,4,Apple,101,6,0.0
20539,exposed,2,Samsung,101,6,1.0
20540,control,21,Apple,178,7,0.0
20541,exposed,17,Samsung,156,6,1.0
20542,control,1,Samsung,162,6,1.0
20543,control,22,Apple,169,7,0.0
20544,exposed,14,Samsung,101,6,1.0
20545,exposed,4,Samsung,101,6,1.0
20546,exposed,0,Samsung,156,15,1.0
20547,control,17,Apple,101,6,0.0
20548,exposed,4,Amazon,141,6,0.0
20549,exposed,20,Google,101,6,1.0
20550,control,20,Apple,101,6,1.0
20551,control,8,Apple,171,7,0.0
20552,exposed,1,Google,101,6,1.0
20553,control,18,Samsung,162,6,0.0
20554,exposed,6,Samsung,101,6,1.0
20555,control,19,Apple,178,7,0.0
20556,exposed,23,Samsung,162,6,1.0
20557,control,3,Apple,101,15,0.0
20558,exposed,5,Apple,101,7,1.0
20559,exposed,6,Samsung,101,6,1.0
20560,exposed,18,Samsung,101,6,1.0
20561,exposed,4,Apple,101,7,0.0
20562,exposed,2,Samsung,101,6,1.0
20563,control,8,Samsung,156,6,1.0
20564,exposed,0,Samsung,101,15,1.0
20565,control,17,Apple,101,7,1.0
20566,exposed,12,Google,101,6,1.0
20567,exposed,7,Google,162,6,0.0
20568,exposed,23,Apple,175,7,0.0
20569,exposed,0,Samsung,101,15,0.0
20570,exposed,17,Google,101,6,1.0
20571,exposed,1,Samsung,162,6,1.0
20572,exposed,23,Samsung,156,6,1.0
20573,control,0,Apple,101,7,0.0
20574,exposed,3,Samsung,101,6,1.0
20575,control,12,Apple,101,15,0.0
20576,control,15,Apple,101,7,0.0
20577,exposed,6,Samsung,156,15,1.0
20578,exposed,1,Samsung,101,15,1.0
20579,control,21,Samsung,155,6,0.0
20580,control,5,Apple,101,6,0.0
20581,exposed,21,Samsung,101,6,1.0
20582,exposed,12,Apple,101,15,0.0
20583,control,14,Motorola,145,6,0.0
20584,exposed,4,Samsung,179,15,1.0
20585,control,7,Apple,175,7,0.0
20586,exposed,5,Samsung,101,6,1.0
20587,exposed,20,Google,101,6,1.0
20588,control,7,Apple,101,15,0.0
20589,exposed,3,Samsung,101,6,0.0
20590,exposed,16,Samsung,162,6,1.0
20591,exposed,3,Samsung,101,6,1.0
20592,exposed,15,Samsung,101,6,1.0
20593,exposed,3,Google,101,6,1.0
20594,exposed,17,Google,101,15,1.0
20595,exposed,0,Samsung,156,15,0.0
20596,control,7,Apple,174,7,0.0
20597,control,20,Apple,101,7,0.0
20598,control,0,Apple,101,6,0.0
20599,control,12,Apple,175,7,0.0
20600,exposed,23,Apple,101,7,0.0
20601,control,18,LG,155,6,1.0
20602,control,23,Apple,178,15,0.0
20603,control,18,Apple,171,7,0.0
20604,exposed,11,Samsung,101,6,1.0
20605,exposed,2,Samsung,156,15,0.0
20606,control,6,Apple,178,7,0.0
20607,control,23,Samsung,162,6,1.0
20608,exposed,6,Samsung,101,6,1.0
20609,exposed,13,Samsung,101,6,1.0
20610,control,6,Amazon,155,6,0.0
20611,exposed,7,Samsung,156,15,1.0
20612,control,4,Apple,178,6,0.0
20613,exposed,8,Apple,101,15,1.0
20614,exposed,3,Samsung,101,6,1.0
20615,exposed,5,Google,101,6,1.0
20616,exposed,2,LG,156,6,1.0
20617,exposed,22,Samsung,101,6,1.0
20618,exposed,10,Apple,101,7,0.0
20619,exposed,2,Samsung,156,6,1.0
20620,exposed,3,Apple,180,6,0.0
20621,exposed,18,Google,101,6,1.0
20622,exposed,11,Samsung,101,6,1.0
20623,exposed,8,Apple,175,7,1.0
20624,exposed,4,Google,101,6,1.0
20625,exposed,22,Samsung,101,6,1.0
20626,control,12,Apple,101,15,0.0
20627,control,14,Apple,101,15,0.0
20628,exposed,23,Apple,178,7,1.0
20629,exposed,18,Google,101,6,1.0
20630,exposed,3,Samsung,155,15,0.0
20631,exposed,0,Apple,178,7,1.0
20632,control,9,Apple,101,7,0.0
20633,exposed,8,Samsung,101,6,1.0
20634,exposed,4,Samsung,101,6,1.0
20635,control,6,Apple,101,7,0.0
20636,exposed,6,Google,101,6,1.0
20637,control,21,Apple,101,15,0.0
20638,control,6,Apple,174,7,1.0
20639,exposed,11,Google,101,6,1.0
20640,exposed,5,Samsung,101,6,1.0
20641,control,2,Apple,101,7,0.0
20642,exposed,23,Apple,101,15,0.0
20643,exposed,1,Apple,178,7,0.0
20644,control,21,Apple,101,7,0.0
20645,exposed,6,Samsung,101,6,1.0
20646,exposed,20,Samsung,156,6,1.0
20647,control,20,Apple,101,7,0.0
20648,exposed,1,Google,101,6,1.0
20649,exposed,15,Apple,101,15,0.0
20650,exposed,4,Apple,101,15,0.0
20651,control,19,Google,162,6,0.0
20652,control,3,Apple,175,7,0.0
20653,exposed,0,Samsung,101,6,1.0
20654,exposed,1,TCL,156,15,1.0
20655,control,7,Apple,101,7,0.0
20656,exposed,13,Google,101,6,1.0
20657,exposed,4,Samsung,101,15,1.0
20658,exposed,16,Google,101,6,1.0
20659,exposed,17,Google,101,6,1.0
20660,exposed,4,Google,101,6,1.0
20661,exposed,4,Google,101,6,1.0
20662,exposed,13,Samsung,101,6,1.0
20663,control,18,Apple,101,7,0.0
20664,exposed,23,Apple,101,7,0.0
20665,exposed,1,Google,101,6,1.0
20666,control,8,Apple,101,6,1.0
20667,exposed,17,Google,101,6,1.0
20668,exposed,18,Google,101,6,1.0
20669,exposed,1,Google,101,6,1.0
20670,exposed,16,Apple,101,15,0.0
20671,exposed,6,Apple,101,7,0.0
20672,exposed,2,Apple,101,6,0.0
20673,control,20,Apple,174,6,0.0
20674,exposed,0,Samsung,156,6,1.0
20675,control,5,Apple,101,7,0.0
20676,exposed,6,Samsung,162,6,1.0
20677,control,15,Apple,101,7,0.0
20678,control,4,Apple,101,7,0.0
20679,control,22,Samsung,162,6,0.0
20680,control,8,Google,101,6,1.0
20681,exposed,6,Google,101,6,1.0
20682,exposed,2,Samsung,101,6,0.0
20683,exposed,19,Samsung,101,6,0.0
20684,exposed,2,Samsung,101,6,1.0
20685,control,3,Apple,101,6,1.0
20686,exposed,2,Samsung,101,6,0.0
20687,control,1,Apple,101,6,0.0
20688,control,11,Apple,101,6,0.0
20689,control,18,Apple,101,7,0.0
20690,control,4,Apple,101,7,0.0
20691,control,14,Apple,101,7,0.0
20692,exposed,3,Google,101,6,1.0
20693,control,23,Apple,101,7,1.0
20694,control,3,Apple,101,15,0.0
20695,exposed,23,Apple,101,15,0.0
20696,control,4,Apple,178,7,0.0
20697,exposed,0,Google,101,6,1.0
20698,exposed,4,Google,101,6,1.0
20699,exposed,17,Apple,101,7,0.0
20700,exposed,16,Samsung,101,6,1.0
20701,control,14,Apple,101,7,0.0
20702,exposed,7,Samsung,101,6,1.0
20703,control,15,Motorola,162,15,1.0
20704,control,6,Apple,101,6,0.0
20705,exposed,1,Samsung,101,6,1.0
20706,control,1,Apple,101,6,0.0
20707,exposed,23,Apple,101,7,0.0
20708,control,2,Apple,101,15,1.0
20709,control,0,Apple,101,15,0.0
20710,exposed,0,Samsung,101,6,1.0
20711,control,9,Apple,101,7,1.0
20712,exposed,10,Apple,101,15,0.0
20713,exposed,6,Samsung,101,6,0.0
20714,exposed,16,Apple,101,15,1.0
20715,exposed,0,Samsung,101,15,1.0
20716,control,3,Apple,101,15,1.0
20717,exposed,3,Samsung,101,6,0.0
20718,control,20,Apple,101,7,0.0
20719,exposed,15,Samsung,101,6,1.0
20720,control,3,Apple,152,7,0.0
20721,exposed,9,Samsung,101,6,1.0
20722,exposed,21,Samsung,101,6,1.0
20723,exposed,18,Apple,101,7,1.0
20724,control,1,Google,101,6,0.0
20725,exposed,1,Google,101,6,1.0
20726,exposed,6,Samsung,162,6,1.0
20727,control,6,Apple,101,7,0.0
20728,exposed,4,Google,101,6,1.0
20729,exposed,1,Google,101,6,1.0
20730,control,15,Apple,101,15,0.0
20731,control,4,Apple,101,7,0.0
20732,control,22,Apple,101,6,1.0
20733,exposed,14,Samsung,101,6,1.0
20734,control,23,Apple,178,15,0.0
20735,exposed,2,Samsung,101,15,1.0
20736,control,2,Apple,101,7,0.0
20737,exposed,6,Samsung,101,6,1.0
20738,exposed,10,Motorola,155,15,1.0
20739,exposed,22,Google,101,6,1.0
20740,exposed,3,Samsung,101,6,1.0
20741,exposed,16,Samsung,101,6,1.0
20742,exposed,4,Samsung,101,6,1.0
20743,exposed,2,Google,101,6,1.0
20744,control,20,Samsung,162,6,0.0
20745,exposed,15,Samsung,155,6,1.0
20746,exposed,16,Motorola,162,15,0.0
20747,exposed,13,Google,101,6,1.0
20748,exposed,1,Google,101,6,1.0
20749,exposed,1,Samsung,162,6,1.0
20750,exposed,2,Samsung,101,6,1.0
20751,exposed,15,Samsung,156,15,1.0
20752,exposed,0,Motorola,140,6,0.0
20753,exposed,1,Apple,101,15,0.0
20754,control,16,Apple,101,15,0.0
20755,exposed,13,LG,162,6,1.0
20756,exposed,22,Google,101,6,1.0
20757,exposed,14,Samsung,162,15,1.0
20758,exposed,18,Samsung,179,6,0.0
20759,control,12,Apple,101,6,0.0
20760,exposed,2,Apple,101,15,1.0
20761,exposed,3,Samsung,101,6,1.0
20762,control,7,Apple,178,6,0.0
20763,exposed,9,Apple,165,7,0.0
20764,exposed,11,Samsung,156,15,1.0
20765,exposed,0,Samsung,101,6,1.0
20766,exposed,4,Samsung,101,15,0.0
20767,exposed,14,Samsung,101,6,0.0
20768,exposed,21,Samsung,101,15,0.0
20769,control,19,Apple,178,15,0.0
20770,control,17,Apple,101,7,0.0
20771,control,20,Apple,101,7,0.0
20772,exposed,21,Samsung,101,6,1.0
20773,exposed,1,Google,101,6,0.0
20774,exposed,23,Amazon,141,6,0.0
20775,exposed,2,Samsung,101,6,1.0
20776,exposed,21,Samsung,101,6,1.0
20777,control,2,Apple,101,6,1.0
20778,exposed,2,Apple,101,6,1.0
20779,exposed,0,Google,101,6,1.0
20780,exposed,8,Google,101,6,0.0
20781,control,2,Apple,101,7,0.0
20782,exposed,14,Motorola,162,6,1.0
20783,control,14,Apple,178,7,1.0
20784,control,2,Apple,101,15,0.0
20785,exposed,3,Samsung,101,6,1.0
20786,control,4,Apple,157,7,0.0
20787,exposed,14,Samsung,101,6,1.0
20788,control,3,Apple,101,7,0.0
20789,control,2,Apple,101,15,0.0
20790,exposed,7,Apple,178,15,1.0
20791,exposed,22,Samsung,101,6,1.0
20792,exposed,11,OnePlus,101,6,1.0
20793,exposed,9,Samsung,101,6,1.0
20794,exposed,18,Apple,101,7,0.0
20795,control,17,Samsung,162,6,0.0
20796,exposed,14,Google,101,6,1.0
20797,exposed,21,Google,101,6,0.0
20798,control,0,Apple,101,15,0.0
20799,exposed,16,Google,101,6,1.0
20800,exposed,4,Google,101,6,0.0
20801,control,1,Motorola,156,6,0.0
20802,exposed,16,Samsung,101,6,1.0
20803,exposed,15,Samsung,155,15,0.0
20804,control,6,Apple,101,7,0.0
20805,control,18,Apple,101,7,0.0
20806,control,14,Apple,101,15,0.0
20807,exposed,13,Samsung,162,6,1.0
20808,control,15,Samsung,154,6,1.0
20809,control,3,Samsung,156,6,1.0
20810,exposed,2,Samsung,101,6,1.0
20811,exposed,3,Samsung,101,6,1.0
20812,control,23,Apple,101,7,1.0
20813,control,4,Samsung,162,6,0.0
20814,control,17,Apple,101,7,0.0
20815,control,4,Apple,101,15,0.0
20816,exposed,3,Samsung,101,6,1.0
20817,exposed,16,Samsung,101,6,0.0
20818,control,10,Apple,178,7,0.0
20819,control,4,Samsung,162,6,0.0
20820,exposed,2,LG,156,15,1.0
20821,exposed,3,Samsung,101,6,1.0
20822,exposed,4,Google,101,6,1.0
20823,control,5,Apple,101,7,0.0
20824,control,10,Apple,101,6,0.0
20825,exposed,20,Google,101,6,1.0
20826,exposed,23,Apple,167,6,0.0
20827,control,20,Apple,148,7,0.0
20828,exposed,17,Apple,101,15,0.0
20829,control,5,Apple,101,7,0.0
20830,exposed,1,Samsung,162,15,1.0
20831,exposed,5,Samsung,156,15,1.0
20832,exposed,16,Google,101,6,0.0
20833,exposed,4,Samsung,162,6,1.0
20834,control,20,Apple,101,15,0.0
20835,control,4,Apple,173,7,0.0
20836,exposed,5,Apple,178,6,0.0
20837,exposed,0,Samsung,156,15,1.0
